nsdId,mean_same_image_similarity,std_same_image_similarity,n_pairs
49957,0.9309589117765427,0.013352808761895256,12
44844,0.931021881600221,0.026043083642572334,24
19436,0.931038369735082,0.019629474246631105,24
25319,0.9310457284251848,0.016321029245318537,24
21194,0.9310638631383578,0.01696568174409155,24
8394,0.9310672730207443,0.01925061992252919,24
4892,0.9311178798476855,0.01752833805547362,24
59595,0.9311346461375555,0.019979374147993716,12
22967,0.9311394070585569,0.023666800310231464,24
54913,0.9311446845531464,0.018768014475233224,24
32307,0.9311479181051254,0.020676942159708226,24
64498,0.9311693360408148,0.01599577678382445,24
21279,0.9312096039454142,0.015630751625296663,24
5106,0.9312481151686774,0.018789099883489282,18
61797,0.931292342642943,0.014763060843869963,24
22530,0.931304415067037,0.010669258537214371,24
64295,0.9313870221376419,0.018102906524743282,24
39841,0.9313935339450836,0.017030620575032438,24
35986,0.9314202641447386,0.021397366846356486,24
65872,0.9315509001413981,0.01816599679373324,24
45632,0.9315538431207339,0.013741476035365208,24
27275,0.9315550575653712,0.021209799759805383,24
13312,0.931572658320268,0.01858590821664644,24
45750,0.9315792694687843,0.01735577426090077,24
3434,0.93158691128095,0.014950019080808879,24
24202,0.9316206549604734,0.02282536253616323,24
59994,0.9316495532790819,0.02248901018601914,24
57046,0.9316838458180428,0.02148043929713566,24
5204,0.9316842878858248,0.016201038909876394,24
11333,0.931710255642732,0.029363844868778327,24
68168,0.9317418113350868,0.015643672821371926,24
70427,0.9317423179745674,0.020432606239560516,24
34850,0.9317807902892431,0.02407908207524497,24
66464,0.9318203230698904,0.017014629435639753,24
26909,0.931823139389356,0.01561376474628934,24
25111,0.9318845743934313,0.021474891840467213,24
59194,0.9319362988074621,0.028588003623163567,24
60553,0.9319600562254587,0.020227440926836725,24
6199,0.931988425552845,0.01938635937321144,24
69839,0.9319957296053568,0.02363065331546954,24
70193,0.9320269549886385,0.02138451071549385,24
17485,0.9320574005444845,0.023420132185197097,24
50755,0.9320628767212232,0.020445039762372115,24
63825,0.9320735062162081,0.016062393762440955,24
36978,0.9320920010407766,0.020435020521896947,24
15003,0.9320976502365537,0.013730204041545882,18
62683,0.9321140001217524,0.016663871712054797,24
46806,0.9321195607384046,0.025029150736968913,24
14644,0.9321276595195135,0.01989637494794502,12
61133,0.9321281959613165,0.01917784186481461,24
20265,0.9321795180439949,0.020537336009328715,24
36576,0.9322133660316467,0.016013543197587906,24
33245,0.9322214275598526,0.018694001594971345,24
32625,0.9322520717978477,0.020359352983909968,24
48422,0.932303860783577,0.009989007495565442,24
55107,0.9323186228672663,0.022914456379368713,24
5301,0.9323265105485916,0.023061396283743634,24
21950,0.9323315670092901,0.024953477862450845,24
25318,0.9323362335562706,0.01744415832160724,24
42851,0.9323632046580315,0.012165935726451171,24
28524,0.9323708315690359,0.02151027245343169,24
7007,0.9323849231004715,0.015165887713306642,24
46160,0.932385547293557,0.018628172786915344,18
11796,0.9324169109265009,0.01867355565988033,24
26720,0.9324237878123919,0.019196352845699878,24
47099,0.9324448274241554,0.014557077129422336,18
22138,0.9324524833096398,0.013269957074117624,18
43428,0.9324629555145899,0.019351344705568867,24
24530,0.9324688787261645,0.018080651380464684,24
7654,0.9324790388345718,0.030939873132465653,24
56911,0.932494988044103,0.014816850361990404,24
24560,0.9325383131702741,0.01607368366765701,24
26351,0.9325666551788648,0.027405423100414394,24
65639,0.9325804147455428,0.013833854254258964,18
38297,0.9326257159312566,0.016640648653925023,24
61677,0.9326392809549967,0.017522727498652618,24
26163,0.9326435029506683,0.01654562392075114,24
46462,0.9327254593372345,0.015877080627174873,24
7207,0.9327472572525343,0.02179259276078156,24
59046,0.932828093568484,0.028994910657066136,24
28755,0.9328467920422554,0.023060930122263384,24
68897,0.9328655625383059,0.0287453431726879,24
10006,0.9328922207156817,0.014396999402858573,24
14179,0.9329064637422562,0.01799312051513738,24
64867,0.9329136734207472,0.024033347844779823,24
61748,0.9329209427038828,0.02134572635242146,24
30395,0.9329217150807381,0.023168637112315874,24
27568,0.9329516266783079,0.025027048821553342,24
28068,0.9329657182097435,0.0270472261818644,24
55857,0.9330142074161105,0.01810516253520007,18
70360,0.9330278808871905,0.015164624025997091,24
44720,0.9330321202675501,0.018664689330565132,24
70232,0.9331093157331148,0.017885507896517053,24
17374,0.9331108058492342,0.014460679126542303,24
43224,0.9331120848655701,0.014015369461935549,24
23715,0.9331235935290655,0.016261870050122414,24
48508,0.9332280879219373,0.020028265400759297,24
25250,0.9332830632726351,0.021215328721366226,24
48802,0.933285209039847,0.01749412312585359,24
39369,0.9333068231741587,0.018248991718189604,24
31936,0.9333104640245438,0.019215660229261074,24
9865,0.9333639343579611,0.01374844947714307,12
